,fit_time,score_time,test_score,subject,session,task,acquisition,run,processing,space,recording,split,description,condition,pipeline
490,0.08618569374084473,0.008610725402832031,0.375,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
491,0.10706520080566406,0.01088404655456543,0.0,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
492,0.10987663269042969,0.008827686309814453,0.75,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
493,0.10726547241210938,0.008910179138183594,0.875,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
494,0.10714912414550781,0.008730649948120117,1.0,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
495,0.0849759578704834,0.008652925491333008,0.625,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
496,0.08593630790710449,0.008817434310913086,0.7857142857142857,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
497,0.10739278793334961,0.008754968643188477,0.8571428571428572,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
498,0.0878908634185791,0.009613513946533203,0.5,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
499,0.15153002738952637,0.00999593734741211,0.8571428571428572,PD01,01,cvsa,,,ica,,,,,overt,WCBLE
510,0.0920569896697998,0.009083986282348633,0.7,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
511,0.11445236206054688,0.009330034255981445,0.9500000000000001,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
512,0.11470246315002441,0.00874948501586914,0.9,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
513,0.14998173713684082,0.009091615676879883,0.9,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
514,0.11496186256408691,0.009112834930419922,0.4,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
515,0.1488955020904541,0.008996963500976562,0.8,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
516,0.0908052921295166,0.009361982345581055,0.3888888888888889,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
517,0.09103870391845703,0.009122371673583984,0.33333333333333337,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
518,0.11431741714477539,0.00894927978515625,0.6111111111111112,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
519,0.09119462966918945,0.009269237518310547,0.7222222222222222,PD01,01,cvsa,,,ica,,,,,covert,WCBLE
530,0.063140869140625,0.009351730346679688,0.9166666666666667,PD01,01,cvsa,,,ica,,,,,free,WCBLE
531,0.08254885673522949,0.009202003479003906,0.75,PD01,01,cvsa,,,ica,,,,,free,WCBLE
532,0.06172537803649902,0.009030342102050781,0.75,PD01,01,cvsa,,,ica,,,,,free,WCBLE
533,0.06353044509887695,0.00903940200805664,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,WCBLE
534,0.06206989288330078,0.009115934371948242,0.0,PD01,01,cvsa,,,ica,,,,,free,WCBLE
535,0.06488752365112305,0.009508609771728516,1.0,PD01,01,cvsa,,,ica,,,,,free,WCBLE
536,0.06296086311340332,0.008759260177612305,0.6666666666666667,PD01,01,cvsa,,,ica,,,,,free,WCBLE
537,0.06377649307250977,0.008939027786254883,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,WCBLE
538,0.06189584732055664,0.008761405944824219,0.6666666666666667,PD01,01,cvsa,,,ica,,,,,free,WCBLE
539,0.06170845031738281,0.009099721908569336,1.0,PD01,01,cvsa,,,ica,,,,,free,WCBLE
