,fit_time,score_time,test_score,subject,session,task,acquisition,run,processing,space,recording,split,description,condition,pipeline
484,0.016849279403686523,0.0037484169006347656,1.0,PD01,01,cvsa,,,ica,,,,,overt,tLDA
485,0.017133235931396484,0.004133939743041992,0.75,PD01,01,cvsa,,,ica,,,,,overt,tLDA
486,0.01712322235107422,0.003751516342163086,0.8571428571428572,PD01,01,cvsa,,,ica,,,,,overt,tLDA
487,0.038141489028930664,0.004387855529785156,0.7142857142857142,PD01,01,cvsa,,,ica,,,,,overt,tLDA
488,0.04059553146362305,0.005183696746826172,0.5,PD01,01,cvsa,,,ica,,,,,overt,tLDA
489,0.020852327346801758,0.004133939743041992,0.8571428571428572,PD01,01,cvsa,,,ica,,,,,overt,tLDA
500,0.02260613441467285,0.006482839584350586,0.8,PD01,01,cvsa,,,ica,,,,,covert,tLDA
501,0.023115873336791992,0.00457000732421875,1.0,PD01,01,cvsa,,,ica,,,,,covert,tLDA
502,0.024605512619018555,0.004193782806396484,0.9,PD01,01,cvsa,,,ica,,,,,covert,tLDA
503,0.020015954971313477,0.0038225650787353516,0.5,PD01,01,cvsa,,,ica,,,,,covert,tLDA
504,0.020345449447631836,0.0040547847747802734,0.30000000000000004,PD01,01,cvsa,,,ica,,,,,covert,tLDA
505,0.01902174949645996,0.003747701644897461,0.8,PD01,01,cvsa,,,ica,,,,,covert,tLDA
506,0.02331066131591797,0.0050961971282958984,0.05555555555555558,PD01,01,cvsa,,,ica,,,,,covert,tLDA
507,0.022006988525390625,0.004088401794433594,0.16666666666666669,PD01,01,cvsa,,,ica,,,,,covert,tLDA
508,0.02707386016845703,0.004037618637084961,0.5,PD01,01,cvsa,,,ica,,,,,covert,tLDA
509,0.018616914749145508,0.004292488098144531,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,covert,tLDA
520,0.018141984939575195,0.003956794738769531,1.0,PD01,01,cvsa,,,ica,,,,,free,tLDA
521,0.018093109130859375,0.003922700881958008,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
522,0.017568111419677734,0.003965139389038086,1.0,PD01,01,cvsa,,,ica,,,,,free,tLDA
523,0.017547607421875,0.0040318965911865234,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
524,0.01775813102722168,0.0039081573486328125,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
525,0.017987966537475586,0.004324674606323242,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
526,0.017777681350708008,0.0038080215454101562,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
527,0.017908573150634766,0.003914594650268555,1.0,PD01,01,cvsa,,,ica,,,,,free,tLDA
528,0.01730513572692871,0.004191160202026367,0.16666666666666663,PD01,01,cvsa,,,ica,,,,,free,tLDA
529,0.017565250396728516,0.0038874149322509766,0.8333333333333334,PD01,01,cvsa,,,ica,,,,,free,tLDA
