,block,rank,val_score,test_score,tLDA_score,dataset,subject,session,n_features
8,9,"(4, 4)",0.9473726273726275,0.9782398452611218,0.9859767891682786,BNCI2014-009,6,1,108
9,10,"(8, 8)",0.9392607392607394,0.9593810444874276,0.9859767891682786,BNCI2014-009,6,1,172
10,11,"(1, 1)",0.946163836163836,0.9647001934235978,0.9859767891682786,BNCI2014-009,6,1,173
11,12,"(1, 1)",0.9452980352980352,0.9588974854932302,0.9859767891682786,BNCI2014-009,6,1,174
12,13,"(4, 4)",0.9521744921744922,0.956963249516441,0.9859767891682786,BNCI2014-009,6,1,190
13,14,"(2, 2)",0.9522877122877123,0.9569632495164411,0.9859767891682786,BNCI2014-009,6,1,194
14,15,"(1, 1)",0.9546786546786548,0.9584139264990329,0.9859767891682786,BNCI2014-009,6,1,195
15,16,"(1, 1)",0.9572061272061273,0.9545454545454546,0.9859767891682786,BNCI2014-009,6,1,196
0,1,"(1, 1)",0.9439597573479153,0.9651041666666667,0.9671875,BNCI2014-009,6,2,1
1,2,"(4, 4)",0.9613273239917977,0.9666666666666667,0.9671875,BNCI2014-009,6,2,17
2,3,"(1, 1)",0.9699755069491911,0.9677083333333333,0.9671875,BNCI2014-009,6,2,18
3,4,"(4, 4)",0.973655303030303,0.9729166666666667,0.9671875,BNCI2014-009,6,2,34
4,5,"(1, 1)",0.9737757746639325,0.96875,0.9671875,BNCI2014-009,6,2,35
5,6,"(8, 8)",0.9789190305308726,0.959375,0.9671875,BNCI2014-009,6,2,99
6,7,"(4, 4)",0.9759666210982001,0.9588541666666667,0.9671875,BNCI2014-009,6,2,115
7,8,"(1, 1)",0.972693950786056,0.9609375,0.9671875,BNCI2014-009,6,2,116
8,9,"(4, 4)",0.972139724310777,0.9546875,0.9671875,BNCI2014-009,6,2,132
9,10,"(2, 2)",0.9750573877876508,0.9536458333333333,0.9671875,BNCI2014-009,6,2,136
10,11,"(4, 4)",0.973282353611301,0.9557291666666665,0.9671875,BNCI2014-009,6,2,152
11,12,"(2, 2)",0.971429710640237,0.9536458333333333,0.9671875,BNCI2014-009,6,2,156
12,13,"(2, 2)",0.9726244588744588,0.9526041666666666,0.9671875,BNCI2014-009,6,2,160
13,14,"(4, 4)",0.9713862781954887,0.953125,0.9671875,BNCI2014-009,6,2,176
14,15,"(4, 4)",0.972139724310777,0.953125,0.9671875,BNCI2014-009,6,2,192
15,16,"(1, 1)",0.9678107199817726,0.9515624999999999,0.9671875,BNCI2014-009,6,2,193
0,1,"(1, 1)",0.9375175153793576,0.965625,0.9203125,BNCI2014-009,7,0,1
1,2,"(4, 4)",0.9639496468443838,0.9505208333333334,0.9203125,BNCI2014-009,7,0,17
2,3,"(4, 4)",0.9646683470038733,0.9411458333333333,0.9203125,BNCI2014-009,7,0,33
3,4,"(2, 2)",0.9674997151970837,0.9390625,0.9203125,BNCI2014-009,7,0,37
4,5,"(1, 1)",0.9709281727044885,0.9375,0.9203125,BNCI2014-009,7,0,38
5,6,"(2, 2)",0.9727547562087036,0.9390625,0.9203125,BNCI2014-009,7,0,42
6,7,"(4, 4)",0.9722700216450215,0.9421875000000001,0.9203125,BNCI2014-009,7,0,58
7,8,"(4, 4)",0.9647465254044201,0.94375,0.9203125,BNCI2014-009,7,0,74
8,9,"(2, 2)",0.956530388471178,0.9406249999999999,0.9203125,BNCI2014-009,7,0,78
9,10,"(4, 4)",0.9592233424470267,0.9421875,0.9203125,BNCI2014-009,7,0,94
10,11,"(4, 4)",0.9503493107769423,0.9406249999999999,0.9203125,BNCI2014-009,7,0,110
11,12,"(4, 4)",0.9561840681248576,0.9390625,0.9203125,BNCI2014-009,7,0,126
12,13,"(1, 1)",0.9577859421280476,0.9338541666666667,0.9203125,BNCI2014-009,7,0,127
13,14,"(4, 4)",0.9574737981316929,0.928125,0.9203125,BNCI2014-009,7,0,143
14,15,"(2, 2)",0.9532148553201185,0.9317708333333332,0.9203125,BNCI2014-009,7,0,147
15,16,"(2, 2)",0.9514398211437685,0.9354166666666667,0.9203125,BNCI2014-009,7,0,151
0,1,"(1, 1)",0.9448651348651349,0.9559961315280464,0.9656673114119924,BNCI2014-009,7,1,1
1,2,"(8, 8)",0.9583816183816184,0.9356866537717601,0.9656673114119924,BNCI2014-009,7,1,65
2,3,"(8, 8)",0.9576956376956376,0.9424564796905222,0.9656673114119924,BNCI2014-009,7,1,129
3,4,"(2, 2)",0.9503696303696303,0.933752417794971,0.9656673114119924,BNCI2014-009,7,1,133
4,5,"(2, 2)",0.9507359307359307,0.9086073500967119,0.9656673114119924,BNCI2014-009,7,1,137
5,6,"(2, 2)",0.962943722943723,0.9163442940038684,0.9656673114119924,BNCI2014-009,7,1,141
6,7,"(4, 4)",0.95999000999001,0.9134429400386848,0.9656673114119924,BNCI2014-009,7,1,157
7,8,"(2, 2)",0.9587379287379287,0.9255319148936171,0.9656673114119924,BNCI2014-009,7,1,161
8,9,"(2, 2)",0.9664468864468866,0.9274661508704062,0.9656673114119924,BNCI2014-009,7,1,165
9,10,"(2, 2)",0.973026973026973,0.9361702127659575,0.9656673114119924,BNCI2014-009,7,1,169
10,11,"(1, 1)",0.9736363636363636,0.9385880077369438,0.9656673114119924,BNCI2014-009,7,1,170
11,12,"(2, 2)",0.9742490842490842,0.9303675048355899,0.9656673114119924,BNCI2014-009,7,1,174
12,13,"(4, 4)",0.9775890775890776,0.9289168278529981,0.9656673114119924,BNCI2014-009,7,1,190
13,14,"(4, 4)",0.9769064269064269,0.925531914893617,0.9656673114119924,BNCI2014-009,7,1,206
14,15,"(1, 1)",0.9733832833832834,0.9197292069632496,0.9656673114119924,BNCI2014-009,7,1,207
15,16,"(2, 2)",0.9743489843489843,0.9177949709864603,0.9656673114119924,BNCI2014-009,7,1,211
0,1,"(1, 1)",0.8858283492822967,0.8880208333333333,0.8963541666666666,BNCI2014-009,7,2,1
1,2,"(1, 1)",0.9283215140123033,0.88125,0.8963541666666666,BNCI2014-009,7,2,2
2,3,"(4, 4)",0.9488754556846661,0.8786458333333333,0.8963541666666666,BNCI2014-009,7,2,18
3,4,"(4, 4)",0.9438804397357028,0.8973958333333334,0.8963541666666666,BNCI2014-009,7,2,34
4,5,"(4, 4)",0.9425125313283209,0.8848958333333333,0.8963541666666666,BNCI2014-009,7,2,50
5,6,"(2, 2)",0.9500447140578718,0.8619791666666666,0.8963541666666666,BNCI2014-009,7,2,54
6,7,"(2, 2)",0.9533521303258145,0.8671875,0.8963541666666666,BNCI2014-009,7,2,58
7,8,"(4, 4)",0.9552736956026429,0.8630208333333332,0.8963541666666666,BNCI2014-009,7,2,74
8,9,"(2, 2)",0.9580708874458874,0.8671875,0.8963541666666666,BNCI2014-009,7,2,78
9,10,"(2, 2)",0.956356658692185,0.8692708333333333,0.8963541666666666,BNCI2014-009,7,2,82
10,11,"(2, 2)",0.9564776999316471,0.8734375,0.8963541666666666,BNCI2014-009,7,2,86
11,12,"(2, 2)",0.9556032125768967,0.8697916666666666,0.8963541666666666,BNCI2014-009,7,2,90
12,13,"(2, 2)",0.955066359079517,0.8692708333333333,0.8963541666666666,BNCI2014-009,7,2,94
13,14,"(2, 2)",0.9542092447026658,0.8822916666666666,0.8963541666666666,BNCI2014-009,7,2,98
14,15,"(2, 2)",0.9570921622237412,0.8895833333333333,0.8963541666666666,BNCI2014-009,7,2,102
15,16,"(2, 2)",0.9618282923217134,0.8953125,0.8963541666666666,BNCI2014-009,7,2,106
0,1,"(16, 16)",0.9598882148553202,0.9046875,0.9479166666666666,BNCI2014-009,8,0,256
1,2,"(1, 1)",0.9748836580086578,0.9052083333333333,0.9479166666666666,BNCI2014-009,8,0,257
2,3,"(1, 1)",0.9788924014581909,0.9140625,0.9479166666666666,BNCI2014-009,8,0,258
3,4,"(8, 8)",0.9803813511050354,0.8786458333333332,0.9479166666666666,BNCI2014-009,8,0,322
4,5,"(4, 4)",0.9790481886534519,0.8833333333333333,0.9479166666666666,BNCI2014-009,8,0,338
5,6,"(2, 2)",0.9790395021645022,0.8791666666666667,0.9479166666666666,BNCI2014-009,8,0,342
6,7,"(4, 4)",0.978840282524493,0.8776041666666666,0.9479166666666666,BNCI2014-009,8,0,358
7,8,"(2, 2)",0.9782773695602642,0.88125,0.9479166666666666,BNCI2014-009,8,0,362
8,9,"(2, 2)",0.980363978127136,0.8776041666666666,0.9479166666666666,BNCI2014-009,8,0,366
9,10,"(4, 4)",0.9803466051492368,0.8718750000000001,0.9479166666666666,BNCI2014-009,8,0,382
10,11,"(2, 2)",0.9784418432444749,0.8692708333333333,0.9479166666666666,BNCI2014-009,8,0,386
11,12,"(2, 2)",0.977273154477102,0.8723958333333334,0.9479166666666666,BNCI2014-009,8,0,390
12,13,"(4, 4)",0.9784244702665756,0.8723958333333334,0.9479166666666666,BNCI2014-009,8,0,406
13,14,"(2, 2)",0.9803205456823878,0.8713541666666667,0.9479166666666666,BNCI2014-009,8,0,410
14,15,"(8, 8)",0.9784418432444749,0.8651041666666667,0.9479166666666666,BNCI2014-009,8,0,474
15,16,"(4, 4)",0.9746323194349509,0.8661458333333334,0.9479166666666666,BNCI2014-009,8,0,490
0,1,"(1, 1)",0.9282584082584083,0.9206963249516441,0.879110251450677,BNCI2014-009,8,1,1
1,2,"(1, 1)",0.962191142191142,0.9240812379110251,0.879110251450677,BNCI2014-009,8,1,2
2,3,"(2, 2)",0.9717748917748917,0.9216634429400388,0.879110251450677,BNCI2014-009,8,1,6
3,4,"(2, 2)",0.9766233766233766,0.9240812379110251,0.879110251450677,BNCI2014-009,8,1,10
4,5,"(4, 4)",0.9729870129870128,0.9013539651837524,0.879110251450677,BNCI2014-009,8,1,26
5,6,"(4, 4)",0.9746287046287048,0.9028046421663444,0.879110251450677,BNCI2014-009,8,1,42
6,7,"(4, 4)",0.9780519480519481,0.8902321083172148,0.879110251450677,BNCI2014-009,8,1,58
7,8,"(4, 4)",0.9722077922077922,0.8897485493230174,0.879110251450677,BNCI2014-009,8,1,74
8,9,"(1, 1)",0.9743356643356644,0.874274661508704,0.879110251450677,BNCI2014-009,8,1,75
9,10,"(2, 2)",0.981891441891442,0.8723404255319149,0.879110251450677,BNCI2014-009,8,1,79
10,11,"(2, 2)",0.9838161838161839,0.8699226305609284,0.879110251450677,BNCI2014-009,8,1,83
11,12,"(1, 1)",0.9844688644688645,0.8699226305609284,0.879110251450677,BNCI2014-009,8,1,84
12,13,"(4, 4)",0.9807725607725608,0.8626692456479689,0.879110251450677,BNCI2014-009,8,1,100
13,14,"(4, 4)",0.9780519480519481,0.8607350096711799,0.879110251450677,BNCI2014-009,8,1,116
14,15,"(4, 4)",0.9767599067599066,0.8655705996131529,0.879110251450677,BNCI2014-009,8,1,132
15,16,"(2, 2)",0.9731868131868133,0.8660541586073501,0.879110251450677,BNCI2014-009,8,1,136
0,1,"(1, 1)",0.8764452323991797,0.9421875000000001,0.9427083333333334,BNCI2014-009,8,2,1
1,2,"(8, 8)",0.9202617338801549,0.9369791666666666,0.9427083333333334,BNCI2014-009,8,2,65
2,3,"(4, 4)",0.9122703064479379,0.9484375,0.9427083333333334,BNCI2014-009,8,2,81
3,4,"(8, 8)",0.9123392287537027,0.9234374999999999,0.9427083333333334,BNCI2014-009,8,2,145
4,5,"(2, 2)",0.9127376680337207,0.9036458333333333,0.9427083333333334,BNCI2014-009,8,2,149
5,6,"(4, 4)",0.9240793745727958,0.9041666666666667,0.9427083333333334,BNCI2014-009,8,2,165
6,7,"(2, 2)",0.9242351617680565,0.90625,0.9427083333333334,BNCI2014-009,8,2,169
7,8,"(1, 1)",0.9208327637275004,0.9135416666666667,0.9427083333333334,BNCI2014-009,8,2,170
8,9,"(8, 8)",0.9274470266575531,0.9005208333333333,0.9427083333333334,BNCI2014-009,8,2,234
9,10,"(8, 8)",0.9183564023695603,0.8942708333333333,0.9427083333333334,BNCI2014-009,8,2,298
10,11,"(4, 4)",0.9090578719526088,0.8916666666666667,0.9427083333333334,BNCI2014-009,8,2,314
11,12,"(1, 1)",0.9124434666210981,0.890625,0.9427083333333334,BNCI2014-009,8,2,315
12,13,"(2, 2)",0.9235946400091137,0.8901041666666667,0.9427083333333334,BNCI2014-009,8,2,319
13,14,"(2, 2)",0.9302870813397129,0.8885416666666666,0.9427083333333334,BNCI2014-009,8,2,323
14,15,"(2, 2)",0.926226788562315,0.8864583333333332,0.9427083333333334,BNCI2014-009,8,2,327
15,16,"(2, 2)",0.924806761221235,0.8838541666666666,0.9427083333333334,BNCI2014-009,8,2,331
0,1,"(2, 2)",0.9881040669856459,0.971875,0.9796874999999999,BNCI2014-009,9,0,4
1,2,"(1, 1)",0.9925801720209616,0.96875,0.9796874999999999,BNCI2014-009,9,0,5
2,3,"(1, 1)",0.9953246753246754,0.9744791666666667,0.9796874999999999,BNCI2014-009,9,0,6
3,4,"(4, 4)",0.9956709956709957,0.975,0.9796874999999999,BNCI2014-009,9,0,22
4,5,"(2, 2)",0.9948051948051948,0.978125,0.9796874999999999,BNCI2014-009,9,0,26
5,6,"(1, 1)",0.9946320346320346,0.9781249999999999,0.9796874999999999,BNCI2014-009,9,0,27
6,7,"(1, 1)",0.9943030872636136,0.9791666666666666,0.9796874999999999,BNCI2014-009,9,0,28
7,8,"(1, 1)",0.9946494076099339,0.9661458333333333,0.9796874999999999,BNCI2014-009,9,0,29
8,9,"(1, 1)",0.9958615288220551,0.9723958333333333,0.9796874999999999,BNCI2014-009,9,0,30
9,10,"(2, 2)",0.9961904761904762,0.9739583333333334,0.9796874999999999,BNCI2014-009,9,0,34
10,11,"(4, 4)",0.9949957279562543,0.9703125,0.9796874999999999,BNCI2014-009,9,0,50
11,12,"(8, 8)",0.9944849339257233,0.9703125,0.9796874999999999,BNCI2014-009,9,0,114
12,13,"(2, 2)",0.9948225677830941,0.971875,0.9796874999999999,BNCI2014-009,9,0,118
13,14,"(4, 4)",0.9951775746183641,0.9708333333333333,0.9796874999999999,BNCI2014-009,9,0,134
14,15,"(1, 1)",0.9948312542720437,0.9708333333333333,0.9796874999999999,BNCI2014-009,9,0,135
15,16,"(2, 2)",0.9951602016404648,0.9744791666666667,0.9796874999999999,BNCI2014-009,9,0,139
0,1,"(1, 1)",0.9599267399267399,0.9806576402321083,0.9893617021276595,BNCI2014-009,9,1,1
1,2,"(1, 1)",0.9847552447552447,0.9830754352030948,0.9893617021276595,BNCI2014-009,9,1,2
2,3,"(8, 8)",0.9886546786546786,0.9835589941972922,0.9893617021276595,BNCI2014-009,9,1,66
3,4,"(1, 1)",0.9890009990009989,0.9772727272727273,0.9893617021276595,BNCI2014-009,9,1,67
4,5,"(1, 1)",0.9901931401931403,0.9777562862669245,0.9893617021276595,BNCI2014-009,9,1,68
5,6,"(2, 2)",0.9902031302031302,0.9743713733075435,0.9893617021276595,BNCI2014-009,9,1,72
6,7,"(1, 1)",0.9919247419247419,0.9763056092843327,0.9893617021276595,BNCI2014-009,9,1,73
7,8,"(2, 2)",0.9921278721278721,0.9734042553191489,0.9893617021276595,BNCI2014-009,9,1,77
8,9,"(2, 2)",0.9912720612720612,0.9748549323017408,0.9893617021276595,BNCI2014-009,9,1,81
9,10,"(1, 1)",0.991974691974692,0.9772727272727273,0.9893617021276595,BNCI2014-009,9,1,82
10,11,"(4, 4)",0.991964701964702,0.9796905222437138,0.9893617021276595,BNCI2014-009,9,1,98
11,12,"(1, 1)",0.9896936396936397,0.9796905222437138,0.9893617021276595,BNCI2014-009,9,1,99
12,13,"(8, 8)",0.9907226107226107,0.9806576402321083,0.9893617021276595,BNCI2014-009,9,1,163
13,14,"(1, 1)",0.9882584082584085,0.9845261121856866,0.9893617021276595,BNCI2014-009,9,1,164
14,15,"(4, 4)",0.9889210789210789,0.9845261121856866,0.9893617021276595,BNCI2014-009,9,1,180
15,16,"(4, 4)",0.9871395271395272,0.988394584139265,0.9893617021276595,BNCI2014-009,9,1,196
0,1,"(1, 1)",0.9424343529277739,0.9552083333333333,0.9822916666666667,BNCI2014-009,9,2,1
1,2,"(2, 2)",0.9682960241512873,0.9786458333333334,0.9822916666666667,BNCI2014-009,9,2,5
2,3,"(2, 2)",0.97124843358396,0.9822916666666667,0.9822916666666667,BNCI2014-009,9,2,9
3,4,"(1, 1)",0.9779831681476419,0.9744791666666666,0.9822916666666667,BNCI2014-009,9,2,10
4,5,"(2, 2)",0.9768144793802689,0.9723958333333333,0.9822916666666667,BNCI2014-009,9,2,14
5,6,"(1, 1)",0.9733605320118478,0.9671875,0.9822916666666667,BNCI2014-009,9,2,15
6,7,"(2, 2)",0.975715282524493,0.9729166666666667,0.9822916666666667,BNCI2014-009,9,2,19
7,8,"(1, 1)",0.9742784518113465,0.9729166666666667,0.9822916666666667,BNCI2014-009,9,2,20
8,9,"(2, 2)",0.9739668774208248,0.9703124999999999,0.9822916666666667,BNCI2014-009,9,2,24
9,10,"(1, 1)",0.9759318751424015,0.9708333333333333,0.9822916666666667,BNCI2014-009,9,2,25
10,11,"(1, 1)",0.9759145021645022,0.9703124999999999,0.9822916666666667,BNCI2014-009,9,2,26
11,12,"(2, 2)",0.9757847744360901,0.9697916666666667,0.9822916666666667,BNCI2014-009,9,2,30
12,13,"(2, 2)",0.9728068751424015,0.9734375000000001,0.9822916666666667,BNCI2014-009,9,2,34
13,14,"(2, 2)",0.9722960811118707,0.9744791666666667,0.9822916666666667,BNCI2014-009,9,2,38
14,15,"(4, 4)",0.9708326213260424,0.9739583333333334,0.9822916666666667,BNCI2014-009,9,2,54
15,16,"(2, 2)",0.9699934495329232,0.9744791666666667,0.9822916666666667,BNCI2014-009,9,2,58
0,1,"(2, 2)",0.9832208361813626,0.9734375,0.9958333333333333,BNCI2014-009,10,0,4
1,2,"(8, 8)",0.9944333845978583,0.9890625,0.9958333333333333,BNCI2014-009,10,0,68
2,3,"(1, 1)",0.9939654534062429,0.9963541666666667,0.9958333333333333,BNCI2014-009,10,0,69
3,4,"(8, 8)",0.9948833732057416,0.9984375,0.9958333333333333,BNCI2014-009,10,0,133
4,5,"(4, 4)",0.9955152084757348,1.0,0.9958333333333333,BNCI2014-009,10,0,149
5,6,"(1, 1)",0.9946407211209841,1.0,0.9958333333333333,BNCI2014-009,10,0,150
6,7,"(4, 4)",0.9946494076099339,1.0,0.9958333333333333,BNCI2014-009,10,0,166
7,8,"(2, 2)",0.9936104465709729,1.0,0.9958333333333333,BNCI2014-009,10,0,170
8,9,"(4, 4)",0.9922251651856915,1.0,0.9958333333333333,BNCI2014-009,10,0,186
9,10,"(2, 2)",0.992571485532012,1.0,0.9958333333333333,BNCI2014-009,10,0,190
10,11,"(2, 2)",0.9930909660514923,1.0,0.9958333333333333,BNCI2014-009,10,0,194
11,12,"(2, 2)",0.9932641262246525,1.0,0.9958333333333333,BNCI2014-009,10,0,198
12,13,"(2, 2)",0.9929178058783321,1.0,0.9958333333333333,BNCI2014-009,10,0,202
13,14,"(4, 4)",0.9923983253588518,1.0,0.9958333333333333,BNCI2014-009,10,0,218
14,15,"(4, 4)",0.9923983253588518,1.0,0.9958333333333333,BNCI2014-009,10,0,234
15,16,"(4, 4)",0.9918962178172703,0.9994791666666667,0.9958333333333333,BNCI2014-009,10,0,250
0,1,"(1, 1)",0.9752081252081253,0.9985493230174082,0.9961315280464217,BNCI2014-009,10,1,1
1,2,"(1, 1)",0.9849350649350649,0.9975822050290136,0.9961315280464217,BNCI2014-009,10,1,2
2,3,"(8, 8)",0.9920246420246421,0.9985493230174081,0.9961315280464217,BNCI2014-009,10,1,66
3,4,"(2, 2)",0.9906493506493506,0.9995164410058027,0.9961315280464217,BNCI2014-009,10,1,70
4,5,"(8, 8)",0.9941125541125541,0.9985493230174082,0.9961315280464217,BNCI2014-009,10,1,134
5,6,"(4, 4)",0.9903030303030302,0.9980657640232108,0.9961315280464217,BNCI2014-009,10,1,150
6,7,"(2, 2)",0.9882151182151183,0.9975822050290135,0.9961315280464217,BNCI2014-009,10,1,154
7,8,"(4, 4)",0.9915151515151515,0.9985493230174081,0.9961315280464217,BNCI2014-009,10,1,170
8,9,"(8, 8)",0.9915151515151515,0.9985493230174081,0.9961315280464217,BNCI2014-009,10,1,234
9,10,"(4, 4)",0.9889177489177488,0.9985493230174082,0.9961315280464217,BNCI2014-009,10,1,250
10,11,"(4, 4)",0.9903030303030302,0.9975822050290136,0.9961315280464217,BNCI2014-009,10,1,266
11,12,"(1, 1)",0.9897835497835498,0.9970986460348163,0.9961315280464217,BNCI2014-009,10,1,267
12,13,"(8, 8)",0.9885614385614385,0.9985493230174082,0.9961315280464217,BNCI2014-009,10,1,331
13,14,"(1, 1)",0.9908225108225108,0.9975822050290136,0.9961315280464217,BNCI2014-009,10,1,332
14,15,"(1, 1)",0.9911688311688313,0.9985493230174082,0.9961315280464217,BNCI2014-009,10,1,333
15,16,"(2, 2)",0.990995670995671,0.9980657640232108,0.9961315280464217,BNCI2014-009,10,1,337
0,1,"(1, 1)",0.9683122579175212,0.9822916666666666,0.990625,BNCI2014-009,10,2,1
1,2,"(4, 4)",0.9844508999772158,0.984375,0.990625,BNCI2014-009,10,2,17
2,3,"(1, 1)",0.9852906413761676,0.9854166666666666,0.990625,BNCI2014-009,10,2,18
3,4,"(2, 2)",0.992840197083618,0.9880208333333333,0.990625,BNCI2014-009,10,2,22
4,5,"(4, 4)",0.9952296935520619,0.9942708333333333,0.990625,BNCI2014-009,10,2,38
5,6,"(4, 4)",0.9942341649578491,0.9963541666666667,0.990625,BNCI2014-009,10,2,54
6,7,"(4, 4)",0.9917410002278425,0.9953125,0.990625,BNCI2014-009,10,2,70
7,8,"(2, 2)",0.9909012588288905,0.9953125,0.990625,BNCI2014-009,10,2,74
8,9,"(4, 4)",0.991723627249943,0.9958333333333333,0.990625,BNCI2014-009,10,2,90
9,10,"(4, 4)",0.991524407609934,0.990625,0.990625,BNCI2014-009,10,2,106
10,11,"(2, 2)",0.9929096889952153,0.9911458333333333,0.990625,BNCI2014-009,10,2,110
11,12,"(2, 2)",0.9924075814536341,0.9921875,0.990625,BNCI2014-009,10,2,114
12,13,"(4, 4)",0.9910223000683528,0.9942708333333333,0.990625,BNCI2014-009,10,2,130
13,14,"(1, 1)",0.9915157211209843,0.9953124999999999,0.990625,BNCI2014-009,10,2,131
14,15,"(2, 2)",0.9927278423331055,0.9947916666666666,0.990625,BNCI2014-009,10,2,135
15,16,"(4, 4)",0.9918620414673047,0.9927083333333333,0.990625,BNCI2014-009,10,2,151
